ID	ENG (Original)	RUS (Dontaz v2.9)	note
29835C614EC9C70CA31C03B2A4FB1094	she had lost him to the Dark. One night, there came a knock	она потеряла его во Тьме. Однажды ночью раздался стук	
C77E0E5A42799F685ABFBEBD6246FF39	she managed to open up to the winds and followed their gentle push south,	ей удалось открыться ветрам и последовать за их нежным натиском на юг,	
997EC84B419E5855C71D05A23B5F079B	she remained silent until her son gave up and left, never to return again.	она оставалась безмолвной, пока её сын не сдался и не ушёл, никогда больше не возвращаясь.	
046908C043FF7B14F2B474B2FD8C361C	so I take a match, I light it, and I offer it.	поэтому я беру спичку, зажигаю её и предлагаю.	
9642043C4328980B1E7C37B4E9BFBE1C	so far that no creature could reach it.	так далеко, что ни одно существо не могло до него дотянуться.	
27E59765491CE51357BBBC97323F2FA0	so is the shame a part of me, mine alone to bear.	так и стыд — часть меня, только мне одному нести его.	
C0F2DB2240789E99A9C618BB6AA9B35F	so long as the Craftsman laments!	пока Ремесленник скорбит!	
4AEBF6724C15778BEF93D7A86A4916D8	so much so that I became obsessed with these huge electric lamps	настолько, что я стала одержимой этими огромными электрическими лампами	
DF53DFAB4FC0E312BAD837B3CAA382AC	so much so that I became obsessed with these huge electric lamps	настолько, что я стал одержим этими огромными электрическими лампами	
FA5B86954775BFAF920C60B149868EF9	so much, it's my best stick in my whole collection	так сильно, это моя лучшая палка во всей моей коллекции	
0857D5024D44B9987E83A181F7C937A2	so she could hear her beauty for herself.	чтобы она сама могла услышать свою красоту.	
B1FFDEFB412F78350B31CFB63DC38B02	so that no closet monsters would notice me.	чтобы никакие шкафные монстры не заметили меня.	
24E308384649A34B63EF93837E145651	so vast, that without a roof above one’s head	настолько огромным, что без крыши над головой	
F1907BAF48E36970EC934BBE915F09C3	so vast, that without a roof above one’s head	настолько огромным, что без крыши над головой	
97F3B9DC427B19FF402E778C286DA547	so you and I could talk again. I hope this works,	чтобы ты и я могли снова поговорить. Надеюсь, это сработает,	
8F04F44B43B5B6B2E158DDB3E8496CED	some folk on the other side of this and that	некоторые люди по ту сторону того и сего	
BE78A54F4D634AD54F33A7B7EBA7DB2B	something he thought he’d glimpsed in his nightmares.	нечто, что, как он думал, мельком видел в своих кошмарах.	
92E855EE439D17E5D7BA1D8276A22C43	something to name so that we could tame it.	что-то, чему можно дать имя, чтобы мы могли её приручить.	
FBD8529540D09165165F8D89249CC837	something to name so that we could tame it.	что-то, чему можно дать имя, чтобы мы могли её приручить.	
0DCCE43941B5813182A1FF91C5CA9282	spoke his final verse: ‘Here was I born, and here I lived;'	"произнёс свой последний куплет: ""Здесь я родился, и здесь я жил;"""	
B32BDE0342AE19ACF9923F9C5655BC88	stilts of yours could take you places, fast.	ходули могли бы перенести тебя куда угодно, без промедления.	
BA855DCE4AF19B14D7D36DB594F172C7	sucking their fire dry like marrow from a bone!	высасывая их огонь досуха, как костный мозг из кости!	
5E1DE28D4B7EA3BF24DAF2AC8A320384	take bloody vengeance upon the Heads	совершить кровавую месть над Головами	
7E885A9049CF5102528BE89BBDD81CAC	that Somebodies became Nobodies and the bodies were exiled.	что Тело-веки стали Бестельниками, а тела были изгнаны.	
466CF14A48BC15B7FA6CAA8FF598E900	that passed through its drapes.	что проходило сквозь её завесы.	
C7BF997941ADC80AA17072A048F866DD	that passed through its drapes.	что проходило сквозь её завесы.	
34B57A6B4E3A457B5BF692ACB6D4FBE3	that she’d written me all those letters to play a joke on me...	что она написала мне все эти письма, чтобы подшутить надо мной...	
5FD494A643FA1322342E66B72F59223E	that she’d written me all those letters to play a joke on me...!	что она написала мне все эти письма, чтобы подшутить надо мной...!	
5A819121473A4ADEF354A78196C405EC	that the Burnt One and a small flame took a wander	что Обожжённый и маленькое пламя отправились странствовать	
BC7E04414F1BD84B6B51669DCACDA175	that the darkness was not behind the missing sun, nor her suffering.	темнота не стояла ни за исчезновением солнца, ни за её страданием.	
2FFD55624495BA3EA9F997B7844AED97	that’ll give him that eureka for his song.	что даст ему то необходимое озарение для его песни.	
B775ACDC4242B05F24ABC4ADD950921E	the Burnt One woke from a deep slumber	Обожжённый пробудился от глубокого сна	
0381163E4F5EE156BFCCA082E8773396	the Craftsmen built the foundations, followed by	Ремесленники возвели фундамент, а затем	
0C22CB084BC9A31DC9D067A35284A298	the Craftsmen built the foundations, followed by	Ремесленники возвели фундамент, а затем	
B8EB23D0437D673FFD6E77B001BA28E5	the Midnight Walk has a mind of its own	Полуночная Тропа имеет свой собственный разум	
4D78D8854330F4F9E8DFACA5AAD3A1E4	the Murkle asked it. But it was too distant so she could not hear its reply, if it had one.	Мёркл спросила её. Но она была слишком далеко, поэтому она не могла услышать её ответ, если бы он был.	
AED17F5842814D18303E059E55C98161	the Murkle found her way back on the road, further away from home than she had ever been.	Мёркл вернулась на дорогу, оказавшись дальше от дома, чем когда-либо.	
F447416A44108A7FB2E41BAC37F631B5	the Murkle heard a harrowing howl. Up on a hill stood a looming figure, dark and still in the quiet of the night.	Мёркл услышала душераздирающий вой. На холме стояла зловещая фигура, тёмная и неподвижная посреди тишины ночи.	
2C8E4D144B7B164D4418B28895510DA5	the Soulfisher answered: 'There have been whispers among the fish and corals about a loathsome,'	"Ловец душ ответил: ""Среди рыб и кораллов ходили шёпоты об омерзительном,"""	
6B11CA884C5B19A8AE4F928DF2A4CC6A	the alleyways narrowing. Turning a corner,	переулки сужались. Повернув за угол,	
D02BDC6541486FB059938CB7FD3A2E0B	the cat left her to her ghosts.	кошка оставила её со своими призраками.	
E79A6CFD4CC488CCABEF6C87C7D83427	the crawlers had gone with the wind.	ползуны ушли вместе с ветром.	
BC96EB3E46993DDD59BD30833372A637	the creature turned around and…	существо обернулось и...	
87379CF04BE39E0B4E3D7F8D968C8BE2	the flame burns with a passion!	пламя сжигает со страстью!	
